artists,popularity,genres
Erick Sermon,48.25,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']"
Erick the Architect,65,['underground hip hop']
Ericson Alexander Molano,51.5,"['latin christian', 'latin worship']"
Erik Eriksson,74,['background music']
Erik Santos,61,['opm']
Erik Satie,14.3947368421,"['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']"
Erik Then-Bergh,0,['historic piano performance']
Erik Werba,0.1379310345,[]
Erika Cravioto,0,[]
Erika Shevon,53.5,[]
Erin,44,"['indie folk', 'nashville americana', 'new americana']"
Erin Boheme,6,"['contemporary vocal jazz', 'vocal jazz']"
Erkin Koray,54,"['anadolu rock', 'turkish jazz']"
Erma Franklin,53,"['classic soul', 'motown', 'soul', 'southern soul']"
Ermanno Wolf-Ferrari,0,['post-romantic era']
Ermelinda Vitória,0,[]
Ermes Alessandro Mario,36,[]
Erna Berger,0.1111111111,['classical soprano']
Erna Sack,0.6666666667,[]
Ernani Braga,0,[]
Ernest Ansermet,0,"['historic orchestral performance', 'orchestral performance']"
Ernest Ashworth,40,['traditional country']
Ernest Bloch,0.85,['early modern classical']
Ernest Chausson,2.1666666667,"['classical', 'late romantic era']"
Ernest Gold,10,['classic soundtrack']
Ernest Lush,0,[]
Ernest Macmillan,8.5,['canadian classical']
Ernest Moret,0,[]
Ernest Ranglin,46.6666666667,"['afrobeat', 'dub', 'reggae', 'rock steady', 'roots reggae', 'ska', 'world']"
Ernest Truex,0,[]
Ernest Tubb,39.3076923077,"['country rock', 'cowboy western', 'honky tonk', 'traditional country', 'traditional folk', 'western swing']"
Ernestine Anderson,15.4,['vocal jazz']
Ernesto Bassignano,30,"[""canzone d'autore""]"
Ernesto Bonino,2,"['musica piemonteisa', 'swing italiano', 'vintage italian pop']"
Ernesto DeCurtis,0.5,[]
Ernesto Dominici,0,[]
Ernesto Fama,0.1400862069,['vintage tango']
Ernesto Lecuona,0,['mambo']
Ernesto Nazareth,12,"['brazilian composition', 'choro', 'latin classical']"
Ernesto Tagliaferri,0.5,[]
Ernesto de Curtis,0,['canzone napoletana']
Ernie,25.6,"['disney', 'movie tunes']"
Ernie Caceres,1,[]
Ernie Henry,20.6363636364,['jazz saxophone']
Ernie Isley,46,[]
Ernie Maresca,25,[]
Ernie Newton,3.5,[]
Ernie Sabella,61,"['disney', 'movie tunes']"
Ernst H. Gombrich,15.0825688073,['reading']
Ernst Haefliger,0,['classical tenor']
Ernst Honigsberg,3,[]
Ernst von Dohnányi,1,['post-romantic era']
Eros Ramazzotti,53.0303030303,"['italian pop', 'mexican pop']"
Erre XI,57,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
Errol Flynn,0,[]
Erroll Garner,10.1326530612,"['adult standards', 'bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz piano', 'swing', 'vocal jazz']"
Ersel Hickey,4,['traditional rockabilly']
Erskine Hawkins,2,"['big band', 'stride', 'swing', 'vintage jazz']"
Erskine Hawkins & His 'Bama State Collegians,2,[]
Erskine Hawkins & His Orchestra,2,[]
Erskine Tate's Vendome Orchestra,5,[]
Erutan,53.5,"['medieval folk', 'otacore']"
Ervin M. Drake,0,[]
Erwin Wickert,0,[]
Erykah Badu,46.5555555556,"['afrofuturism', 'hip hop', 'neo soul', 'r&b', 'soul', 'urban contemporary']"
Eryn Allen Kane,58,"['alternative r&b', 'indie soul', 'neo r&b']"
Esa-Pekka Salonen,2.9761904762,"['classical performance', 'finnish contemporary classical', 'nordic contemporary classical', 'orchestral performance']"
Esbjörn Svensson Trio,51,"['contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'jazz fusion', 'jazz trio', 'modern jazz trio', 'swedish jazz']"
Escape the Fate,51,"['alternative metal', 'metalcore', 'pixie', 'pop punk', 'screamo']"
Escolta De Guerra,55,"['corrido', 'deep regional mexican']"
Eshconinco,0,"['panamanian pop', 'tico']"
Eslabon Armado,67.2857142857,['corridos tumbados']
Esperanza Spalding,39.1428571429,"['electric bass', 'jazz fusion', 'neo soul', 'vocal jazz']"
Esperanza de Vida,53,"['latin christian', 'latin worship']"
Espinoza Paz,62,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']"
Esquerita,8,[]
Esquivel And His Orchestra,10,"['exotica', 'lounge']"
Esquivel!,9.7714285714,"['adult standards', 'easy listening', 'exotica', 'lounge', 'space age pop']"
Esso Trinidad Steel Band,34,['steelpan']
Esteban Gabriel,64.5,['corridos tumbados']
Estelle,55.1875,['r&b']
Ester Dean,51.2222222222,[]
Ester Réthy,0,[]
Esther Lekain,0,['vintage chanson']
Esther Phillips,29,"['classic soul', 'funk', 'jazz blues', 'rhythm and blues', 'soul']"
Esther Rethy,0,[]
Esther Satterfield,32,[]
Esthero,34,"['electronica', 'trip hop']"
Esthie,60,['indie pop']
Estopa,64.5,"['rumba', 'spanish pop']"
Estrella,38,"['banda caliente', 'duranguense']"
Estrellas De Plata,39,[]
Eternal,57,"['dark trap', 'emo rap', 'underground hip hop']"
Eternity's Children,16,"['bubblegum pop', 'sunshine pop']"
Etham,66,"['indie cafe pop', 'pop']"
Ethel Ennis,9,[]
Ethel Griffies,0,[]
Ethel Merman,12.4666666667,['broadway']
Ethel Waters,4.4210526316,"['big band', 'ragtime', 'tin pan alley', 'torch song', 'vintage jazz']"
Ethelbert Nevin,1,"['american romanticism', 'tin pan alley']"
Etta James,32.4196428571,"['adult standards', 'jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']"
Etta Jones,26.8181818182,"['adult standards', 'vocal jazz']"
Euaggelia Markopoulou,0,[]
Euaggelos Konitopoulos,0,[]
Euaggelos Sofroniou,0,[]
Euaggelos Zaralis,0,[]
Eubie Blake,13,"['jazz piano', 'ragtime', 'stride']"
Euge Groove,41.25,"['smooth jazz', 'smooth saxophone']"
Eugen Füchs,0,[]
Eugen Jochum,1.8787878788,['orchestral performance']
Eugen Mirea,0,[]
Eugene Bowen,35,['post-minimalism']
Eugene Conley,0,[]
Eugene Goossens,16.6666666667,['british modern classical']
Eugene Istomin,0.4882352941,[]
Eugene Jemison,0,['american folk revival']
Eugene Kohn,7,[]
Eugene Kusmiak,0,[]
Eugene Matsumura,32.8,[]
Eugene McDaniels,27.75,"['funk', 'jazz funk', 'soul jazz']"
Eugene Ormandy,8.4213649852,"['classical performance', 'orchestral performance']"
Eugene Ramey,47,[]
Eugene Record,47,['rare groove']
Eugene Tobin,0,[]
Eugene Wilde,45,"['post-disco', 'urban contemporary']"
Eugenio Fernandi,9,['italian tenor']
"Eugenio Fernandi, Elisabetta Fusco, Pinuccia Perotti, Coro del Teatro alla Scala di Milano, Orchestra del Teatro alla Scala di Milano, Tullio Serafin",9,[]
Eugène Ysaÿe,1,['late romantic era']
Eugénie Buffet,0,[]
Eurielle,61,['epicore']
Eurobeat Brony,65,[]
Eurogliders,42,['australian rock']
Europa,74,['uk dance']
Europa Galante,53,"['baroque ensemble', 'classical performance', 'historically informed performance']"
Europe,41.15,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock']"
European Brandenburg Ensemble,51,[]
Eurythmics,42.5862068966,"['dance pop', 'dance rock', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']"
Eutixia Papanikolaou,0,[]
Eva Cassidy,52.7142857143,"['adult standards', 'folk', 'lilith', 'neo mellow', 'vocal jazz']"
Eva Dell'Acqua,0,[]
Eva Marton,2.5,['classical soprano']
Eva Mattes,10.5,[]
Eva Simons,47,['dutch pop']
Eva Slott,67,['background music']
Evadne Baker,35.4,[]
Evaluna Montaner,53,[]
Evalyn,57,"['electropop', 'indie electropop', 'indie poptimism', 'vapor soul']"
Evan And Jaron,48,"['neo mellow', 'pop rock']"
Evan Olson,37,['oth indie']
Evan Rachel Wood,56.4,['hollywood']
Evan Stover,41,[]
Evan Todd,53.6,"['hollywood', 'show tunes']"
Evanescence,56.4782608696,"['alternative metal', 'post-grunge']"
Evann McIntosh,62,['indie cafe pop']
Evanna Lien,9.5,[]
Evans Blue,49.6666666667,"['alternative metal', 'canadian rock', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'rap rock']"
Evaristo Flórez,0,[]
Eve,52.2,"['dance pop', 'hip hop', 'hip pop', 'philly rap', 'pop rap', 'r&b', 'rap', 'urban contemporary']"
Eve 6,44.5555555556,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']"
Eve Queler,0,[]
"Evelyn ""Champagne"" King",36.5789473684,"['disco', 'funk', 'minneapolis sound', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Evelyn Evelyn,50,"['disco', 'funk', 'minneapolis sound', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Evelyn Stein,63,[]
Ever So Blue,68.25,"['calming instrumental', 'focus']"
Everaire,64,['background music']
Everclear,45.6875,"['alternative metal', 'alternative rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']"
Everlast,46.7142857143,['rap rock']
Everlight,61,['background music']
Evert Taube,57,"['classic swedish pop', 'folkmusik', 'vintage swedish pop', 'visor']"
Every Avenue,61,"['neon pop punk', 'pop emo', 'pop punk']"
Every Mothers Nightmare,32,"['glam metal', 'sleaze rock']"
Every Time I Die,42.5,"['buffalo ny metal', 'chaotic hardcore', 'melodic metalcore', 'metalcore', 'post-hardcore', 'screamo']"
Everything,46,"['electronica', 'lilith', 'new wave pop', 'pop rock', 'trip hop']"
Everything But The Girl,42.15625,"['electronica', 'lilith', 'new wave pop', 'pop rock', 'trip hop']"
Evgeny Kissin,37,"['classical performance', 'classical piano']"
Evgeny Mravinsky,13.5454545455,"['historic orchestral performance', 'orchestral performance']"
Evidence,38,"['alternative hip hop', 'boom bap']"
Evil-O,31,"['background music', 'calming instrumental']"
Evildead,31,"['crossover thrash', 'new wave of thrash metal', 'thrash metal']"
Evinha,35,['brazilian soul']
Ewan MacColl,10.6666666667,"['american folk revival', 'british folk', 'folk', 'irish folk', 'traditional british folk', 'traditional folk']"
Ewan McGregor,48.4285714286,['hollywood']
Example,64,"['dance pop', 'grime', 'hip house', 'house', 'tropical house', 'uk dance']"
Excision,55.75,"['brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap']"
Exhorder,37,"['crossover thrash', 'death metal', 'groove metal', 'louisiana metal', 'metal', 'old school thrash', 'thrash metal']"
Exile,39.4,[]
Exitos Sonideros,48.5,['cumbia sonidera']
Exodus,38.625,"['death metal', 'groove metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']"
Explosions In The Sky,43,"['american post-rock', 'cinematic post-rock', 'compositional ambient', 'instrumental post-rock', 'melancholia', 'post-rock']"
Exposito,0,[]
Exposé,41.1,"['freestyle', 'new wave pop']"
Extreme,42.8,"['album rock', 'funk metal', 'glam metal', 'hard rock', 'rock']"
Exuma,30,"['bahamian folk', 'experimental']"
Exumer,31,"['german metal', 'german thrash metal', 'metal', 'new wave of thrash metal', 'thrash metal']"
Eydie Gormé,32.9210526316,"['adult standards', 'bolero']"
EyeKeem,64,['vapor trap']
Eyedea & Abilities,43,"['abstract hip hop', 'alternative hip hop', 'minnesota hip hop', 'underground rap']"
Eyeless In Gaza,29,"['british experimental', 'post-punk', 'uk post-punk']"
Eyes Set To Kill,39,"['metalcore', 'pixie', 'pop emo', 'screamo']"
Ezequiel Peña,43.25,"['banda', 'grupera', 'mariachi', 'norteno', 'ranchera', 'regional mexican']"
Ezio Achilli,0,[]
Ezio Giordano,1,['italian baritone']
Ezio Pinza,3.4736842105,['italian bass']
Ezra Pound,3.6666666667,['poetry']
Ezra Rachlin,7,[]
Ezra Vine,59,"['folk-pop', 'nz pop']"
Eλένη Λαμπίρη,0,[]
F-Minus,44,"['crack rock steady', 'hardcore punk', 'punk', 'ska punk']"
F. Austin Walter,0,[]
F. Charles Adler,0,['historic orchestral performance']
F. Ferrandiere,0,[]
F. J. McMahon,23.8888888889,['cosmic american']
F. Migliacci,32,[]
F.I.R.,56,['mandopop']
F.L.Y. (Fast Life Yungstaz),55,['atl hip hop']
F.R. David,67,['italian disco']
F4,52,[]
FC Kahuna,46,"['big beat', 'electronica']"
FFH,32,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
FIDLAR,48.75,"['australian garage punk', 'indie garage rock', 'modern rock', 'noise pop']"
FINNEAS,71.2857142857,"['electropop', 'indie pop', 'la indie', 'pop']"
FISHER,78,"['australian house', 'house']"
FKA twigs,61.5,"['afrofuturism', 'art pop', 'dance pop', 'electropop', 'escape room', 'indie r&b', 'trip hop']"
FKJ,64,"['filter house', 'indie soul']"
FKi 1st,57.5,['atl trap']
FLETCHER,67.2307692308,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop', 'uk pop']"
FLOW,56.1428571429,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
FM,31,"['cali rap', 'detroit trap']"
FM Static,54,"['canadian ccm', 'canadian pop punk', 'christian alternative rock', 'christian punk']"
FM-84,57,"['popwave', 'synthwave']"
FRENSHIP,71,"['electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'indietronica', 'la pop', 'pop', 'tropical house']"
FRIEDRICH F. FLEMMING,11,[]
FRND,67,"['indie electropop', 'indie poptimism', 'pop edm']"
FS Green,58,['abstract beats']
FU-Schnickens,40.5,"['bboy', 'east coast hip hop', 'hardcore hip hop', 'hip hop']"
FUNKIST,56.5,[]
FX & Effects,61,['environmental']
Faber Drive,47,"['neo mellow', 'neon pop punk', 'pop rock']"
Fabian Gomez,46,[]
Fabien Gabel,56,['orchestral performance']
Fabien Loris,0,[]
Fabio Biondi,53,"['baroque ensemble', 'baroque violin', 'classical performance', 'early music', 'historically informed performance', 'orchestral performance', 'violin']"
Fabio Concato,40,"['classic italian pop', 'italian pop']"
Fabio Luisi,0,"['classical performance', 'orchestral performance']"
Fabolous,52.6379310345,"['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']"
Fabre Duroseau,1.5714285714,['haitian traditional']
Fabricantes De Lluvia,66,['water']
Fabrizio De André,44.3333333333,"[""canzone d'autore"", 'canzone genovese', 'classic italian pop', 'folk rock italiano', 'italian pop', 'musica sarda']"
Fabrizio Paterlini,57,"['compositional ambient', 'focus', 'neo-classical']"
Faca Kulu,43,[]
Face To Face,42.5714285714,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']"
Faces,35.7333333333,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'glam rock', 'hard rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'pub rock', 'rock', 'roots rock', 'soft rock']"
Factorial FX,70,[]
Facundo Cabral,40,"['bolero', 'cantautor', 'nica', 'nueva cancion', 'trova']"
Fad Gadget,24,"['british industrial', 'dance rock', 'ebm', 'experimental', 'gothic rock', 'grave wave', 'industrial', 'minimal wave', 'neue deutsche welle', 'new romantic', 'new wave', 'post-punk', 'proto-techno', 'synthpop', 'uk post-punk']"
Fagner,55,"['forro', 'mpb', 'pagode', 'samba']"
Failoni Kamarazenekar,41,[]
Failure,42.5,"['alternative metal', 'alternative rock', 'grunge', 'post-grunge', 'post-hardcore']"
Fair To Midland,41,['alternative metal']
FairHope,52,['christian relaxative']
Fairground Attraction,44,['new wave pop']
Fairport Convention,29.9444444444,"['british folk', 'country rock', 'folk', 'folk rock', 'psychedelic rock', 'roots rock', 'traditional folk']"
Fairuz,18.4102564103,"['arab folk', 'arab pop', 'classic arab pop', 'dabke', 'lebanese pop']"
Faith Dane,8,[]
Faith Evans,47.625,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Faith Hill,48.3793103448,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'pop rock']"
Faith Kruger,4,[]
Faith Marie,55,['otacore']
Faith No More,44.56,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
Faith Prince,31.4,"['broadway', 'show tunes']"
Faithless,56,"['big beat', 'downtempo', 'electronica', 'trip hop']"
Faiyaaz,0,[]
Fakir Mohammad,0,[]
Falange Española,5.2941176471,[]
Falco,51.6,[]
Falco van den Acker,62.5,[]
Falconer,46.5,"['folk metal', 'melodic metal', 'neo classical metal', 'power metal', 'progressive metal', 'swedish power metal']"
Fall Out Boy,53.7046632124,"['emo', 'modern rock', 'pop punk']"
Falling In Reverse,57.9230769231,"['metalcore', 'pop punk', 'rap metal']"
Fallout Beatz,0,[]
Fama,33,['tejano']
Fame on Fire,61,['post-screamo']
Family Choice,24,[]
Family Force 5,49,"['ccm', 'christian alternative rock', 'christian hip hop', 'christian music', 'christian rock', 'crunk']"
Family Guy,40,['comic']
Family and Friends,58,"['folk-pop', 'indiecoustica', 'stomp and holler']"
Family of the Year,63,['stomp and holler']
Famous Dex,67.1428571429,"['chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']"
Famy,53,[]
Fan Sounds,59.75,['sleep']
FanChants: Navijači Radnički 1923,0,[]
Fandango,48,"['latin rock', 'spanish indie pop']"
Fania All Stars,33.4571428571,"['latin jazz', 'salsa', 'salsa international', 'tropical']"
Fanny Lu,56.3333333333,"['colombian pop', 'cumbia', 'ecuadorian pop', 'latin', 'latin pop', 'latin viral pop', 'tropical']"
Fans & White Noise,52,['sleep']
Fantasia,47.3125,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Fantastic Johnny C,25,['philly soul']
Fantasy Project feat. NDA,49,['nightcore']
Faouzia,65.5,"['canadian pop', 'pop']"
Far,41,"['latin', 'reggaeton', 'trap latino', 'tropical']"
Far East Movement,57.8,"['asian american hip hop', 'dance pop', 'edm', 'pop', 'pop rap']"
Farid al-Atrash,0,"['arab folk', 'classic arab pop', 'oud', 'syrian pop']"
Farida,0,"['classic pakistani pop', 'ghazal', 'indian folk', 'sufi']"
Farida Khanum,32,"['classic pakistani pop', 'ghazal', 'indian folk', 'sufi']"
Farley Granger,17,[]
Faron Young,43,"['classic country pop', 'honky tonk', 'traditional country']"
Farruko,67.298245614,"['latin', 'reggaeton', 'trap latino', 'tropical']"
Fast Eddie,35,"['acid house', 'chicago house', 'chicago rap', 'hip house']"
Fastball,50.5,"['pop rock', 'post-grunge']"
Faster Pussycat,36.4444444444,"['album rock', 'glam metal', 'glam punk', 'hard rock', 'sleaze rock']"
Fastway,32.25,"['album rock', 'glam metal', 'hard rock']"
Fat Boys,31.3333333333,"['east coast hip hop', 'electro', 'hip hop', 'hip house', 'miami bass', 'old school hip hop', 'rap']"
Fat Freddy's Drop,54,"['electronica', 'funk rock', 'nz reggae']"
Fat Joe,49.512195122,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']"
Fat Larry's Band,52.5,"['disco', 'philly soul', 'post-disco']"
Fat Nick,61.5,"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap']"
Fat Pat,38.0833333333,"['deep southern trap', 'dirty south rap', 'gangster rap', 'houston rap']"
Fatal,67,['german underground rap']
Fataneh,36,['classic persian pop']
Fatback Band,39.2222222222,"['disco', 'electro', 'funk', 'harlem hip hop', 'jazz funk', 'post-disco', 'quiet storm', 'soul']"
Fatboibari,64,['emo rap']
Fatboy Slim,46.380952381,"['big beat', 'disco house']"
Fate Wilson,43.6666666667,[]
Fathead,29,['canadian blues']
Father,54,"['art pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'rock', 'stomp and holler']"
Father & Sons,44,['classic opm']
Father Dom,41,[]
Father John Misty,55.7142857143,"['art pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'rock', 'stomp and holler']"
Father MC,35.5,"['new jack swing', 'urban contemporary']"
Fatlip,44.5,['alternative hip hop']
Fatman Scoop,54.8,['nyc rap']
Fats Domino,32.9375,"['adult standards', 'brill building pop', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
